5383_80_30,"Мольберт хлопушка, сосна, 700х600мм нерегулируемый",,,,,,,,,,,,,,,
5384_29_38,"Набор пастели масляной Gioconda (24цв.), картон.упаковка",,,,,,,,,,,,,,,
5385_120_285,"Пенал для кистей Golden Ship, 350х55х35мм, пластик, ассорти",,,,,,,,,,,,,,,
5386_18_44,"Гуашь Мастер-класс, банка 220мл сер.1 фиолетовый светлый (цв.№605)",,,,,,,,,,,,,,,
5387_18_44,"Гуашь Мастер-класс, банка 220мл, охра золотистая (цв.№205)",,,,,,,,,,,,,,,
5388_18_44,"Гуашь Мастер-класс, банка 220мл, фиолетовый темный (цв.№606)",,,,,,,,,,,,,,,
5389_3_76,Стек скульптурный,,,,,,,,,,,,,,,
5390_12_17,"Акрил Polycolor 3D, банка 140мл, голубой ФЦ (цв.№378)",,,,,,,,,,,,,,,
5391_2_1,Кисть колонок овальная Маэстро серия 426 №04,,,,,,,,,,,,,,,
5392_32_72,Краска по стеклу трансп.Hobby-Line цв.№212 фиолетовый банка 20мл,,,,,,,,,,,,,,,
5393_9_329,"Набор Pitt, чернограф.карандаши, чернограф.монолит, аксессуары, 18 предметов",,,,,,,,,,,,,,,
5394_78_182,Холст на подрамнике (45мм),,,,,,,,,,,,,,,
5395_13_346,"Альбом для пастели 160г/кв.м, 210х297мм, 30л Tiziano Brizatti 6цв",,,,,,,,,,,,,,,
5396_3_38,Набор пастели масляной Сонет (12цв.),,,,,,,,,,,,,,,
5397_29_15,"Набор цветных карандашей, 48цв., метал.упаковка, Poly Color",,,,,,,,,,,,,,,
5398_18_106,"Акрил Ладога, банка 220мл сер.1 сиена жжёная (цв.№406)",,,,,,,,,,,,,,,
5399_10_15,"Набор цветных карандашей, 36цв., метал.упаковка, Artists",,,,,,,,,,,,,,,
5400_20_338,Кисть пони круглая серия 5500,,,,,,,,,,,,,,,
5401_29_110,"Карандаш пастельный Gioconda, белый, d:7.5мм",,,,,,,,,,,,,,,
5402_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5403_50_7,Стек скульптурный,,,,,,,,,,,,,,,
5404_9_14,"Ручка капилярная-кисточка Pitt, (цв.№274), теплый серый 5",,,,,,,,,,,,,,,
5278_48_102,Нож канц. малый,,,,,,,,,,,,,,,
5405_50_76,Стек скульптурный,,,,,,,,,,,,,,,
5406_29_347,Карандаш цветной серебряный в лаке,,,,,,,,,,,,,,,
5407_20_1,Кисть колонок круглая d=2,,,,,,,,,,,,,,,
5408_20_1,Кисть колонок круглая d=4,,,,,,,,,,,,,,,
5409_54_329,"Набор Art Specials карандаши  (12цв.), сангина, сепия, метал.упаковка",,,,,,,,,,,,,,,
5410_29_281,Набор мела для цангового карандаша (6шт.),,,,, сепия, мел,,,,,,,,,
5411_2_3,Кисть синтетика круглая Вернисаж серия 211 №08,,,,,,,,,,,,,,,
5412_45_5,"Краска универсальная Pinata, 14мл, светло-серый",,,,,,,,,,,,,,,
5413_16_109,Битум на водн.основе,,,,, клей,,,,,,,,,,
5414_2_290,Набор акрила 09цв. Московская палитра,,,,,,,,,,,,,,,
5415_57_14,"Ручка капилярная Point , 0.4мм, желтый (цв.№44)",,,,,,,,,,,,,,,
5416_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №32 светло-серый с ворсом,,,,,,,,,,,,,,,
5417_68_5,Бумага крепированная 30г/кв.м,,,,,,,,,,,,,,,
5418_2_186,Контур универсальный 3D цв.№814 металлик золото туба 15мл,,,,,,,,,,,,,,,
5419_2_186,Контур универсальный 3D цв.№815 металлик серебро туба 15мл,,,,,,,,,,,,,,,
5420_2_72,Краска по стеклу Витраж цв.№628 коричневый темный флакон 25мл,,,,,,,,,,,,,,,
5421_32_72,Краска по стеклу покрывная Hobby-Line цв.№216 серебряный банка 20мл,,,,,,,,,,,,,,,
5422_20_89,Кисть белка овальная b=19,,,,,,,,,,,,,,,
5423_36_16,Папка на молнии А2,,,,,,,,,,,,,,,
5424_80_45,Планшет 29,,,,, рамы-Планшеты,,,,,,,,,,
5425_12_244,Резак по линолеуму,,,,,,,,,,,,,,,
5426_6_343,"Вкладыш Essential, А1, прозрачный , файл для папки",,,,,,,,,,,,,,,
5427_32_348,Грунт акварельный,,,,,,,,,,,,,,,
5428_32_23,Загуститель для краски по шелку банка стекло 50мл,,,,,,,,,,,,,,,
5429_32_155,Краска по шелку под утюг банка 50мл бежевый цв.№8199,,,,,,,,,,,,,,,
5430_32_155,Краска по шелку под утюг банка 50мл пастельный синий цв.№8189,,,,,,,,,,,,,,,
5431_32_155,Краска по шелку под утюг банка 50мл терракотовый цв.№8141,,,,,,,,,,,,,,,
5432_32_324,Краска по шелку укрывистая черная банка стекло 50 мл,,,,,,,,,,,,,,,
5433_27_105,"Акрил Деколор, банка 100мл сер.1 золото ройял",,,,,,,,,,,,,,,
5434_18_192,"Акварель Белые ночи, кювета 2.5мл, лак оранжевый (цв.№320)",,,,,,,,,,,,,,,
5435_18_192,"Акварель Сонет, кювета 2,5мг, металлик, золото инков (№969)",,,,,,,,,,,,,,,
5436_2_44,Гуашь,,,,,,,,,,,,,,,
5437_112_138,"Маркер Copic двусторонний, белый жемчужный (цв. E41)",,,,,,,,,,,,,,,
5438_51_263,Набор гель-клея с блестками 6 неоновых цв. по 10мл блист.упаковка,,,,,,,,,,,,,,,
5439_2_44,Гуашь,,,,,,,,,,,,,,,
5440_19_36,Картон тонированный 420х594мм желтый,,,,,,,,,,,,,,,
5441_19_36,Картон тонированный 420х594мм розовый,,,,,,,,,,,,,,,
5442_29_120,"Карандаш акварельный чернограф. Gioconda , d:7.5мм, 2В",,,,,,,,,,,,,,,
5443_59_321,Папка с вкладышами 297х420мм,,,,,,,,,,,,,,,
5444_119_250,Шаблон геометрических фигур 11.5х26см,,,,,,,,,,,,,,,
5445_136_276,"Доска чертежная Profi, пластик, кейс из плотного картона, A3",,,,,,,,,,,,,,,
5446_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №04 сахара,,,,,,,,,,,,,,,
5447_29_229,Готовальня (3 предмета: циркуль,,,,,,,,,,,,,,,
5448_20_1,Кисть колонок плоская b=7,,,,,,,,,,,,,,,
5449_20_4,Кисть синтетика овальная серия 3103-3 №03,,,,,,,,,,,,,,,
5450_137_172,Книга серия Leonardo Collection Анатомия для художников учеб.пос.на англ.яз,,,,,,,,,,,,,,,
5451_3_297,Мольберт тренога с кронштейнами М20В h: min 87 max 187 холст: мах 66,,,,,,,,,,,,,,,
5452_18_107,"Акрил глянцевый Decola, банка 50мл сер.1 фиолетовый темный(цв.№606)",,,,,,,,,,,,,,,
5453_18_107,"Акрил глянцевый Decola, банка 50мл сер.1 черный (цв.№810)",,,,,,,,,,,,,,,
5454_18_257,"Акрил перламутровый Decola, банка 50мл, черный (цв.№810)",,,,,,,,,,,,,,,
5455_51_206,Клей-лак для ткани и бумаги банка п/э 210мл,,,,,,,,,,,,,,,
5456_56_48,"Лак Dekorlack-Klarlack, банка стекло 50мл",,,,,,,,,,,,,,,
5457_17_156,Прибор для выжигания с набором насадок пластик.упаковка,,,,,,,,,,,,,,,
5458_2_167,Холст на подрамнике,,,,,Основы-холст на подрамнике-Студенческий-Смешанный,,,,,,,,,,
5459_58_251,Стакан-непроливайка,,,,,,,,,,,,,,,
5460_9_160,"Карандаш цветной проф. Polychromos, глубокий кобальтовый зеленый (цв №158)",,,,,,,,,,,,,,,
5461_12_170,Лак кракелюрный цв.№688 флакон стекло 75мл,,,,,,,,,,,,,,,
5462_16_50,Лак патиновый,,,,,,,,,,,,,,,
5463_16_28,Палитра керамическая,,,,,,,,,,,,,,,
5464_54_130,Графитовая палочка 9В,,,,,,,,,,,,,,,
5465_54_277,Карандаш цветной по дереву черный,,,,,,,,,,,,,,,
5466_138_95,Набор плакатных перьев с держателем 5шт №1 2 3 4 5 блист.уп-ка,,,,,,,,,,,,,,,
5467_20_4,Кисть синтетика круглая серия 3003-1 №02,,,,,,,,,,,,,,,
5468_18_44,"Гуашь Сонет, банка 100мл сер.1 флуоресцентный, карминовый, (цв.№319)",,,,,,,,,,,,,,,
5469_86_195,Угольник 23см,,,,,Rotring,Черчение-Угольники,,,,,,,,,
5470_9_130,Чернограф.карандаш 2H Grip 2001 антискользящий корпус,,,,,,,,,,,,,,,
5471_54_130,Чернограф.карандаш 4H Art Design,,,,,,,,,,,,,,,
5472_63_138,"Маркер перман.Edding 404, кругл стержень, d:0.75мм, синий",,,,,,,,,,,,,,,
5473_47_334,"Жидкость корректирующая Fluid, 20мл",,,,,,,,,,,,,,,
5474_2_155,Краска по ткани акрил флакон 70мл зеленый изумрудный,,,,,,,,,,,,,,,
5475_2_155,Краска по ткани акрил флакон 70мл красно-коричневый,,,,,,,,,,,,,,,
5476_2_155,Краска по ткани акрил флакон 70мл оранжевый,,,,,,,,,,,,,,,
5477_72_193,Нож CMP-1 для вырез-я кругов в бум/пленке d=1-15cм,,,,,,,,,,,,,,,
5478_59_150,"Бумага крепированная в рулоне, 30г/кв.м, 500х1500мм, Bastelkrepp, зеленый",,,,,,,,,,,,,,,
5479_29_61,Ластик-клячка,,,,,,,,,,,,,,,
5480_112_138,"Маркер Copic двусторонний, серый (цв. T4)",,,,,,,,,,,,,,,
5481_112_138,"Маркер Copic двусторонний, серый нейтральный (цв. N7)",,,,,,,,,,,,,,,
5482_2_146,Мастихин,,,,,,,,,,,,,,,
5483_29_130,Чернограф.карандаш технический 7B d:6.00мм,,,,,,,,,,,,,,,
5484_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №15 серо-голубой с ворсом,,,,,,,,,,,,,,,
5485_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №22 красный вулкан,,,,,,,,,,,,,,,
5486_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5487_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5488_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5489_4_6,Рама со стеклом 21х30см (Б307),,,,, рамы-рамы-окрашенные со стеклом,,,,,,,,,,
5490_4_6,Рама со стеклом 24х30см (Б307),,,,, рамы-рамы-окрашенные со стеклом,,,,,,,,,,
5491_4_6,Рама со стеклом 25х30см (Б307),,,,, рамы-рамы-окрашенные со стеклом,,,,,,,,,,
5492_4_6,Рама со стеклом 25х35см (Б307),,,,, рамы-рамы-окрашенные со стеклом,,,,,,,,,,
5493_9_128,Щетка для очистки поверхности графич.работ (козий волос),,,,,,,,,,,,,,,
5494_80_46,Холст в рулоне,,,,,,,,,,,,,,,
5495_39_5,Контур по стеклу и керамике,,,,,,,,,,,,,,,
5496_39_5,Контур по стеклу и керамике,,,,,,,,,,,,,,,
5497_39_5,"Краска Vitrail, банка 50мл, светлый зеленый (цв.№556)",,,,,,,,,,,,,,,
5498_127_315,Подставка навесная для кистей к мольберту 48см,,,,,,,,,,,,,,,
5499_16_303,Масленка металл. одинарная,,,,,,,,,,,,,,,
5500_29_130,Чернограф.карандаш 4H d:7.00мм Gold star,,,,,,,,,,,,,,,
5501_2_175,"Кисть синтетика лайнер d=1,25мм L=7мм Манеж серия 222 №000",,,,,,,,,,,,,,,
5502_27_105,"Акрил Деколор, банка 100мл сер.1 бронза антик",,,,,,,,,,,,,,,
5503_76_172,Книга Кудряшев К.В.  Графика  учебное пособие,,,,,,,,,,,,,,,
5504_76_230,Книга Смолицкая Т.А. Архитектура и градостроительство учебное пособие,,,,,,,,,,,,,,,
5505_76_230,Книга Хихлуха Л.В. Архитектура российского села  учебное пособие,,,,,,,,,,,,,,,
5506_17_33,Лента клейкая двухсторонняя,,,,,,,,,,,,,,,
5507_9_24,Линейка пластик,,,,,,,,,,,,,,,
5508_9_24,Линейка пластик,,,,,,,,,,,,,,,
5509_19_116,Папка с листами для черчения 210х297мм,,,,,,,,,,,,,,,
5510_78_182,Холст на подрамнике (55мм),,,,,,,,,,,,,,,
5511_81_296,Холст на подрамнике,,,,,,,,,,,,,,,
5512_2_90,Кисть щетина овальная Пейзаж серия 116 №03,,,,,,,,,,,,,,,
5513_18_63,"Масло краска Сонет, туба 46мл сер.1 кобальт зелёный тёмный (имитация)(цв.№705)",,,,,,,,,,,,,,,
5514_29_15,"Набор цветных карандашей, 12цв., метал.упаковка, Poly Color",,,,,,,,,,,,,,,
5515_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5516_81_296,Холст на подрамнике,,,,,,,,,,,,,,,
5517_81_173,Холст на подрамнике,,,,,,,,,,,,,,,
5518_1_91,Кисть щетина круглая d=12,,,,,,,,,,,,,,,
5519_18_63,"Масло краска Сонет, туба 46мл сер.1 кадмий красный светлый (имитац) (цв.№302)",,,,,,,,,,,,,,,
5520_78_182,Холст на подрамнике (55мм),,,,,,,,,,,,,,,
5521_41_95,Перо плакатное №5 HIRO LEONARDT,,,,,,,,,,,,,,,
5522_29_110,"Карандаш пастельный Gioconda, красно-коричневый, d:7.5мм",,,,,,,,,,,,,,,
5523_29_130,Чернограф.карандаш технический 5B d:6.00мм,,,,,,,,,,,,,,,
5524_27_104,"Акрил Арт, банка 100мл сер.1 жёлтый темный",,,,,,,,,,,,,,,
5525_27_104,"Акрил Арт, банка 100мл сер.1 лимонный",,,,,,,,,,,,,,,
5526_27_104,"Акрил Арт, банка 100мл сер.1 марс оранжевый",,,,,,,,,,,,,,,
5527_27_56,Разбавитель: пинен,,,,,,,,,,,,,,,
5528_80_46,Холст в рулоне,,,,,,,,,,,,,,,
5529_2_68,Холст на картоне,,,,,Гамма,Основы-холст на картоне,,,,,,,,,
5530_80_205,Холст на подрамнике,,,,,Туюкан,Основы-холст на подрамнике-нестандартых размеров,,,,,,,,,
5531_10_120,"Карандаш акварельный Watercolour, (№18) , гвоздично розовый",,,,,,,,,,,,,,,
5532_10_120,"Карандаш акварельный Watercolour, (№33) , синий светлый",,,,,,,,,,,,,,,
5533_63_138,"Маркер перман.Edding 780, кругл. стержень, d:0.8мм, медь",,,,,,,,,,,,,,,
5534_29_130,Чернограф.карандаш технический H d:6.00мм,,,,,,,,,,,,,,,
5535_20_92,Кисть щетина круглая серия С-2000 №10,,,,,,,,,,,,,,,
5536_43_5,Кисть щетина круглая,,,,,,,,,,,,,,,
5537_43_5,Кисть щетина круглая,,,,,,,,,,,,,,,
5538_20_90,Кисть щетина плоская серия С-2020 №08,,,,,,,,,,,,,,,
5539_20_90,Кисть щетина плоская серия С-2020 №18,,,,,,,,,,,,,,,
5540_43_5,Кисть щетина плоская,,,,,,,,,,,,,,,
5541_109_344,"Акрил Pro-color, флакон 30мл, металлик, серебро (цв.№63062)",,,,,,,,,,,,,,,
5542_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, белый (цв.№60023)",,,,,,,,,,,,,,,
5543_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, бирюзовый (цв.№60019)",,,,,,,,,,,,,,,
5544_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, голубой королевский (цв.№60009)",,,,,,,,,,,,,,,
5545_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, желтый канареечный (цв.№60002)",,,,,,,,,,,,,,,
5546_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, зеленый лайм (цв.№60014)",,,,,,,,,,,,,,,
5547_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, зеленый сосна (цв.№60017)",,,,,,,,,,,,,,,
5548_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, кофейный (цв.№60022)",,,,,,,,,,,,,,,
5549_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, малиновый (цв.№60006)",,,,,,,,,,,,,,,
5550_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, телесный (цв.№60025)",,,,,,,,,,,,,,,
5551_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, фиолетовый (цв.№60012)",,,,,,,,,,,,,,,
5552_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, фуксия (цв.№60007)",,,,,,,,,,,,,,,
5553_109_344,"Акрил Pro-color, флакон 30мл, укрывистый, черный (цв.№60024)",,,,,,,,,,,,,,,
5554_100_157,"Респиратор со сменными фильтрами РПГ-67, блист.упаковка",,,,,,,,,,,,,,,
5555_18_56,"Разбавитель без запаха Сонет, флакон п/э 120мл",,,,,,,,,,,,,,,
5556_18_349,"Набор масляных красок Мастер-Класс, (12цв.по 18мл)",,,,,,,,,,,,,,,
5557_80_45,Планшет 59,,,,, рамы-Планшеты,,,,,,,,,,
5558_47_334,Разбавитель на хим.основе для корректирующей жидкости,,,,,,,,,,,,,,,
5559_56_155,Краска по ткани банка 15мл металлик золотой цв.№784,,,,,,,,,,,,,,,
5560_12_190,Паста опухающая,,,,, гели, присадки для эффектов,,,,,,,,,
5561_9_110,"Карандаш пастельный Pitt, №131, телесный средний",,,,,,,,,,,,,,,
5562_9_110,"Карандаш пастельный Pitt, №267, зеленый хвойный",,,,,,,,,,,,,,,
5563_13_123,"Бумага пастельная 160г/кв.м, 500х650мм Tiziano кремовый (№02)",,,,,,,,,,,,,,,
5564_137_286,Книга серия Leonardo Collection Цветы 2/Flowers учеб.пос.на англ.яз,,,,,,,,,,,,,,,
5565_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5566_6_48,Лак покрывной матовый Matt Varnish универс.флакон 75мл,,,,,,,,,,,,,,,
5567_6_86,"Масло краска Georgian, туба 38мл, желто-зеленый (№388)",,,,,,,,,,,,,,,
5568_9_128,Точилка механическая настольная,,,,,,,,,,,,,,,
5569_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5570_119_305,Тубус,,,,,Сумки-Тубусы,,,,,,,,,,
5571_29_93,Доска для лепки А3,,,,,,,,,,,,,,,
5572_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5573_39_5,"Краска по тёмной х/б ткани Текстиль, банка 50мл, белый (цв.№001)",,,,,,,,,,,,,,,
5574_139_350,Книга серия ХПИ  Аэрография,,,,,,,,,,,,,,,
5575_12_17,"Акрил Polycolor 3D, банка 140мл, сиена натуральная (цв.№161)",,,,,,,,,,,,,,,
5576_12_43,"Акрил Polycolor, банка 140мл сер.1 зелёный жёлтоватый (цв.№323)",,,,,,,,,,,,,,,
5577_12_43,"Акрил Polycolor, банка 140мл сер.1 умбра жженая (цв.№492)",,,,,,,,,,,,,,,
5578_20_4,Кисть синтетика круглая серия 3003-1 №05,,,,,,,,,,,,,,,
5579_12_137,Лак акриловый отделочный,,,,,,,,,,,,,,,
5580_29_56,Разбавитель для акрил. красок,,,,,,,,,,,,,,,
5581_17_33,Лента клейкая,,,,, скотчи,,,,,,,,,,
5582_18_78,Набор акрила 06цв.*20мл Decola флуоресцентный,,,,,,,,,,,,,,,
5583_57_14,"Ручка гелевая Stabilo, d:0,5мм, синий",,,,,,,,,,,,,,,
5584_29_130,Чернограф.карандаш технический 8B d:6.00мм,,,,,,,,,,,,,,,
5585_6_178,Блок д/масла 250г/кв.м 178х254мм 12л Georgian,,,,,,,,,,,,,,,
5586_6_178,Блок д/масла 250г/кв.м 254х356мм 12л Georgian,,,,,,,,,,,,,,,
5587_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №40 слоновая кость,,,,,,,,,,,,,,,
5588_2_96,Кисть белка круглая d=2,,,,,,,,,,,,,,,
5589_2_90,"Кисть щетина плоская b=4,5мм L=10мм Студия серия 104 №02",,,,,,,,,,,,,,,
5590_72_200,Коврик для резки А2 толщиной 2мм,,,,,,,,,,,,,,,
5591_9_329,"Набор Pitt Monochrome, 22 пред., угольн. карандаши, угольн. мелки, ластик, тря",,,,,,,,,,,,,,,
5592_33_281,Набор сангины,,,,, сепия, мел,,,,,,,,,
5593_33_281,Набор сепии темной (20шт.),,,,, мел,,,,,,,,,,
5594_16_224,"Акрил Creative, аэрозоль 400мл, металлик, зелёный (цв.№506)",,,,,,,,,,,,,,,
5595_34_176,Краска для графики АРТИ матовая акрил умбра натуральная ленинградская 400 мл,,,,,,,,,,,,,,,
5596_34_176,Краска для графики АРТИ матовая акрил цв. №13 кобальт зеленый светлый 400 мл,,,,,,,,,,,,,,,
5597_34_176,Краска для графики АРТИ матовая акрил цв. №21 умбра жженая 400 мл,,,,,,,,,,,,,,,
5598_85_176,Краска для граффити Montana зеленый остров цв.№ 1145,,,,,,,,,,,,,,,
5599_63_246,"Маркер для доски Eddind 360, d:1,5-3мм, черный",,,,,,,,,,,,,,,
5600_2_146,Мастихин,,,,,,,,,,,,,,,
5277_58_76,Набор стеков для лепки,,,,,,,,,,,,,,,
5601_2_3,"Кисть синтетика скошенная b=10,70мм L=27мм Галерея серия 208 №05",,,,,,,,,,,,,,,
5602_16_303,Масленка металл. одинарная,,,,,,,,,,,,,,,
5603_9_160,"Карандаш цветной проф. Polychromos, телесный светлый (цв №132)",,,,,,,,,,,,,,,
5604_10_15,"Набор цветных карандашей, 24цв., метал.упаковка, Studio",,,,,,,,,,,,,,,
5605_13_123,Бумага пастельная 160г/кв.м 210х297мм Tiziano №16 серо-голубой,,,,,,,,,,,,,,,
5606_3_5,Бумага рисовальная 300г/кв.м,,,,,,,,,,,,,,,
5607_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5608_4_6,Рама со стеклом 30х40см (Б307),,,,, рамы-рамы-окрашенные со стеклом,,,,,,,,,,
5609_51_139,Клей унив. Alleskleber туба 35мл,,,,,,,,,,,,,,,
5610_2_1,"Кисть колонок круглая d=6,10мм L=20мм Маэстро серия 421 №06",,,,,,,,,,,,,,,
5611_3_5,"Кисть щетина круглая Сонет, №6",,,,,,,,,,,,,,,
5612_137_184,Книга серия Leonardo Collection Основы рисунка (часть 3) учеб.пос.на англ.яз,,,,,,,,,,,,,,,
5613_12_51,"Масло краска Classico, туба 60мл, белила быстросохнущие (цв.№ 026)",,,,,,,,,,,,,,,
5614_12_51,"Масло краска Classico, туба 60мл, белила цинковые (цв.№020)",,,,,,,,,,,,,,,
5615_6_86,"Масло краска Georgian, туба 38мл, белый (№003)",,,,,,,,,,,,,,,
5616_6_86,"Масло краска Georgian, туба 38мл, белый (№005)",,,,,,,,,,,,,,,
5617_6_64,"Масло льняное очищенное Purified Linssed Oil, флакон стекло 75мл",,,,,,,,,,,,,,,
5618_16_64,Масло ореховое,,,,,,,,,,,,,,,
5619_18_44,"Гуашь Сонет, банка 100мл сер.1 флуоресцентный, оранжевый, (цв.№315)",,,,,,,,,,,,,,,
5620_27_217,"Гуашь Таир, банка 100мл, красная средняя",,,,,,,,,,,,,,,
5621_27_217,"Гуашь Таир, банка 100мл, сиена жженая",,,,,,,,,,,,,,,
5622_9_110,"Карандаш пастельный Pitt, №124, розовый кармин",,,,,,,,,,,,,,,
5623_12_51,"Масло краска Classico, туба 60мл, красный прочный светлый (цв.№251)",,,,,,,,,,,,,,,
5624_2_146,Мастихин,,,,,,,,,,,,,,,
5625_56_72,Краска по стеклу Decor Glass цв. №470 белый банка 50мл,,,,,,,,,,,,,,,
5626_4_239,Рама 40х60см,,,,,Подрамники, рамы-рамы-неокрашенные без стекла,,,,,,,,,
5627_18_78,Набор акрила 08цв.*18мл Ладога картон.упаковка,,,,,,,,,,,,,,,
5628_18_349,"Набор масляных красок Мастер-Класс, (8цв.по 18мл)",,,,,,,,,,,,,,,
5629_21_35,"Винты 2.2х20мм глазки, металл",,,,,,,,,,,,,,,
5630_21_35,Шнур плетеный 0.8мм х1м №1,,,,, подвески),,,,,,,,,,
5631_81_296,Холст на подрамнике,,,,,,,,,,,,,,,
5632_6_171,"Блокнот для пастели 160г/кв.м, 228х305мм, 30л Murano тепл.цвета",,,,,,,,,,,,,,,
5633_112_138,"Маркер Copic двусторонний, желтый лимонный (цв. Y13)",,,,,,,,,,,,,,,
5634_112_138,"Маркер Copic двусторонний, зеленый сероватый светлый (цв. YG25)",,,,,,,,,,,,,,,
5635_112_138,"Маркер Copic двусторонний, зеленый травяной (цв. YG17)",,,,,,,,,,,,,,,
5636_112_138,"Маркер Copic двусторонний, розовый темный (цв. RV34)",,,,,,,,,,,,,,,
5637_112_138,"Маркер Copic двусторонний, серый нейтральный (цв. N8)",,,,,,,,,,,,,,,
5638_112_138,"Маркер Copic двусторонний, сиреневый аметист (цв. V17)",,,,,,,,,,,,,,,
5639_18_44,"Гуашь Мастер-класс, банка 100мл сер.1 сиена жжёная (цв.№406)",,,,,,,,,,,,,,,
5640_37_9,"Бумага акварельная цел.100%, 300г/кв.м, 410х560мм, ручной отлив Юниор",,,,,,,,,,,,,,,
5641_2_155,Краска по ткани флакон 70мл синий,,,,,,,,,,,,,,,
5642_2_155,Краска по ткани флакон 70мл фиолетовый,,,,,,,,,,,,,,,
5643_86_194,Набор изографов,,,,,,,,,,,,,,,
5644_16_144,Лак даммарный,,,,,,,,,,,,,,,
5645_72_193,Набор лезвий перовых для ножа АК-4,,,,,,,,,,,,,,,
5646_2_165,Темпера  воско-масляная,,,,,,,,,,,,,,,
5647_63_138,"Маркер  декор. Еdding 8700, d:5-18мм, золотой",,,,,,,,,,,,,,,
5648_63_138,"Маркер перман.Edding 780, кругл. стержень, d:0.8мм, золото",,,,,,,,,,,,,,,
5649_2_137,Лак акриловый глянцевый,,,,,,,,,,,,,,,
5650_10_110,Карандаш пастельный ,,,,,Графические материалы-пастельные карандаши-штуки,,,,,,,,,,
5651_10_110,Карандаш пастельный ,,,,,Графические материалы-пастельные карандаши-штуки,,,,,,,,,,
5652_10_110,Карандаш пастельный ,,,,,Графические материалы-пастельные карандаши-штуки,,,,,,,,,,
5653_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5654_10_110,Карандаш пастельный ,,,,,,,,,,,,,,,
5655_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5656_2_1,Кисть колонок плоская Маэстро серия 424 №06,,,,,,,,,,,,,,,
5657_2_1,Кисть колонок плоская Маэстро серия 424 №08,,,,,,,,,,,,,,,
5658_2_1,Кисть колонок плоская Маэстро серия 424 №10,,,,,,,,,,,,,,,
5659_58_133,Набор темперы флуоресцентной,,,,,,,,,,,,,,,
5660_59_191,"Пакет подарочный бумажный средний, 165х165х90мм, Весенний ассорти",,,,,,,,,,,,,,,
5661_47_14,"Ручка гелевая Loco, d:0,4мм, металлик голубой",,,,,,,,,,,,,,,
5662_47_14,"Ручка гелевая Loco, d:0,4мм, металлик розовый",,,,,,,,,,,,,,,
5663_59_11,Блокнот-калька,,,,,,,,,,,,,,,
5664_16_320,Клей для дизайнерских работ аэрозоль 400мл,,,,,,,,,,,,,,,
5665_86_24,Линейка масшт. инж.,,,,,Черчение-Линейки,,,,,,,,,,
5666_9_185,"Набор чернограф. стержней для карандаша d:0.50мм HB, 12шт. Super-Polymer",,,,,,,,,,,,,,,
5667_72_158,Нож KL с регулятором ширины,,,,,,,,,,,,,,,
5668_49_14,Ручка-роллер,,,,,Графические материалы-маркеры-ручки ,,,,,,,,,,
5669_2_1,Кисть колонок овальная Маэстро серия 426 №06,,,,,,,,,,,,,,,
5670_2_1,Кисть колонок овальная Маэстро серия 426 №08,,,,,,,,,,,,,,,
5671_81_68,Холст на картоне,,,,,,,,,,,,,,,
5672_80_182,Холст на подрамнике лен100%,,,,,,,,,,,,,,,
5673_20_97,Кисть коза круглая серия С-1900 №05,,,,,,,,,,,,,,,
5674_18_107,"Акрил глянцевый Decola, банка 50мл сер.1 карминовый (цв.№319)",,,,,,,,,,,,,,,
5675_2_167,Холст на подрамнике,,,,,Основы-холст на подрамнике-Студенческий-Смешанный,,,,,,,,,,
5676_27_124,Паста акриловая для реставрации,,,,,,,,,,,,,,,
5677_16_144,"Лак даммарный покрывной глянцевый Ferrario , аэрозоль 400мл",,,,,,,,,,,,,,,
5678_6_332,"Грунт Gesso, банка 500мл, белый",,,,,,,,,,,,,,,
